battery_level,temperature,usage_hours,cpu_usage,ram_usage,device_type,device_age_months,user_rating,charging_speed,screen_brightness,label,issue_type,device,timestamp
7.02,37.64,16.77,30.0,40.0,4,29,4,50.0,70.27,1,battery_drain,smartphone,2025-06-28 14:00:45.811465
75.35,52.31,3.49,7.18,4.99,7,9,2,50.0,50.0,1,ram_problem,laptop,2025-03-08 14:00:45.811475
10.18,39.13,10.96,57.97,85.91,5,34,5,50.0,50.0,1,sensor_malfunction,smartwatch,2025-07-08 14:00:45.811489
99.98,58.92,4.23,78.45,90.56,5,20,1,50.0,50.0,1,water_damage,smartwatch,2025-09-17 14:00:45.811512
83.95826375161984,26.62091194611545,22.45,44.82240832125489,40.0,4,44,4,50.0,89.39,0,healthy,smartphone,2025-05-24 14:00:45.811525
58.54,75.29,7.95,96.12,40.0,7,14,2,50.0,50.0,1,overheating,laptop,2025-08-15 14:00:45.811536
17.92,41.84,16.46,30.0,40.0,4,18,5,50.0,80.73,1,battery_drain,smartphone,2025-05-10 14:00:45.811550
50.0,30.0,8.0,30.0,40.0,2,39,2,16.6,50.0,1,charging_issue,headphones,2025-02-18 14:00:45.811561
13.97,40.33,20.65,30.0,40.0,4,7,4,50.0,88.83,1,battery_drain,smartphone,2025-11-28 14:00:45.811573
57.695530859294635,23.293928514504238,13.16,32.204629291114564,77.72,1,36,1,50.0,50.0,0,healthy,tablet,2025-06-09 14:00:45.811584
92.56383041126418,29.029476054206604,9.53,7.858898479657234,49.32,1,37,4,50.0,50.0,0,healthy,tablet,2025-11-21 14:00:45.811595
50.93,25.1,20.61,31.66,40.65,5,51,1,50.0,50.0,1,sensor_malfunction,smartwatch,2025-03-17 14:00:45.811605
21.66,43.52,18.07,30.0,40.0,2,4,4,50.0,94.74,1,battery_drain,headphones,2024-12-13 14:00:45.811616
34.91,46.58,23.56,8.14,65.76,1,23,1,50.0,50.0,1,storage_full,tablet,2025-06-28 14:00:45.811627
50.0,30.0,8.0,30.0,40.0,4,4,1,22.13,50.0,1,charging_issue,smartphone,2025-06-01 14:00:45.811638
56.03377090495355,25.95707186623251,5.59,38.49386446075179,44.27,7,37,3,50.0,50.0,0,healthy,laptop,2024-12-11 14:00:45.811649
3.17,44.86,16.94,30.0,40.0,1,26,1,50.0,73.57,1,battery_drain,tablet,2025-03-02 14:00:45.811660
50.0,30.0,8.0,30.0,40.0,4,4,1,13.78,50.0,1,charging_issue,smartphone,2025-08-02 14:00:45.811671
67.72320249929746,31.548575954667918,8.0,22.713917666778876,40.0,4,7,4,29.36,50.0,0,healthy,smartphone,2025-04-29 14:00:45.811684
38.82,44.37,7.32,67.3,77.65,5,25,3,50.0,50.0,1,connectivity_issue,smartwatch,2025-10-25 14:00:45.811694
97.68311979799095,31.330288316237002,10.26,11.491235988736559,40.0,1,34,1,50.0,79.52,0,healthy,tablet,2025-01-26 14:00:45.811709
66.24,59.75,7.52,49.36,77.36,2,47,2,50.0,50.0,1,physical_damage,headphones,2025-11-22 14:00:45.811720
92.49,37.48,13.98,22.87,16.62,5,15,2,50.0,50.0,1,connectivity_issue,smartwatch,2025-10-28 14:00:45.811730
18.59,43.53,17.68,30.0,40.0,1,29,5,50.0,72.35,1,battery_drain,tablet,2025-08-26 14:00:45.811742
89.14,57.39,11.96,77.15,31.48,2,45,2,50.0,50.0,1,connectivity_issue,headphones,2025-03-19 14:00:45.811753
92.64,20.47,10.66,63.6,3.4,7,28,5,50.0,50.0,1,battery_issue,laptop,2025-09-22 14:00:45.811763
32.59,29.79,11.22,15.7,68.87,2,39,3,50.0,50.0,1,audio_distortion,headphones,2025-12-05 14:00:45.811773
19.1,21.64,13.71,8.01,53.25,7,46,1,50.0,50.0,1,keyboard_malfunction,laptop,2025-04-16 14:00:45.811784
93.53799065359526,29.568758294446347,12.18,16.81537776241062,40.0,1,55,1,50.0,96.97,0,healthy,tablet,2025-08-13 14:00:45.811796
99.95506510572713,20.628702070151917,18.35,9.448814991019944,28.36,1,40,1,50.0,50.0,0,healthy,tablet,2025-07-01 14:00:45.811807
77.85175571612666,24.06469617748806,13.54,43.627213150537855,40.0,2,28,5,50.0,83.88,0,healthy,headphones,2025-10-04 14:00:45.811819
93.9542092333688,27.938080233543367,10.72,5.998854940824128,40.0,4,51,2,50.0,50.0,0,healthy,smartphone,2025-03-08 14:00:45.811831
64.1,44.28,6.49,84.11,80.18,1,15,2,50.0,50.0,1,screen_issue,tablet,2025-07-09 14:00:45.811842
58.777051802360944,25.72406886123313,15.32,5.348354175581821,19.17,7,6,1,50.0,50.0,0,healthy,laptop,2025-02-25 14:00:45.811853
49.92,21.88,17.4,96.71,19.75,2,13,4,50.0,50.0,1,audio_distortion,headphones,2025-01-25 14:00:45.811866
50.0,30.0,8.0,30.0,40.0,2,25,5,28.67,50.0,1,charging_issue,headphones,2025-07-28 14:00:45.811881
40.99,22.04,5.21,75.0,1.69,7,1,3,50.0,50.0,1,keyboard_malfunction,laptop,2025-07-04 14:00:45.811891
44.3,30.35,13.38,18.63,82.88,2,31,3,50.0,50.0,1,audio_distortion,headphones,2024-12-08 14:00:45.811903
68.66,74.05,4.41,97.2,40.0,4,11,4,50.0,50.0,1,overheating,smartphone,2024-12-11 14:00:45.811914
91.52431027918647,23.97933361556906,22.03,25.38414771560386,57.25,1,24,2,50.0,50.0,0,healthy,tablet,2025-08-31 14:00:45.811925
59.59,47.58,6.7,2.88,96.72,1,23,5,50.0,50.0,1,wifi_connectivity,tablet,2025-11-23 14:00:45.811936
97.87,28.94,10.12,85.08,82.51,2,18,4,50.0,50.0,1,physical_damage,headphones,2024-12-28 14:00:45.811946
94.17908458779345,20.544938561270303,16.72,9.491058946552112,40.0,2,28,5,50.0,95.55,0,healthy,headphones,2024-12-31 14:00:45.811961
89.62147918074234,32.18651873097552,22.94,43.79843298263188,34.49,5,23,1,50.0,50.0,0,healthy,smartwatch,2025-03-28 14:00:45.811973
65.77,43.78,10.37,46.09,95.32,7,22,2,50.0,50.0,1,keyboard_malfunction,laptop,2025-03-06 14:00:45.811983
0.73,24.3,2.52,86.14,8.09,5,41,2,50.0,50.0,1,water_damage,smartwatch,2025-03-05 14:00:45.811993
50.0,30.0,14.16,30.0,40.0,4,19,2,50.0,50.0,1,screen_crack,smartphone,2025-08-05 14:00:45.812004
50.0,30.0,8.0,30.0,40.0,4,29,1,26.44,50.0,1,charging_issue,smartphone,2025-11-15 14:00:45.812016
22.24,58.73,19.66,55.12,52.31,2,17,5,50.0,50.0,1,physical_damage,headphones,2024-12-22 14:00:45.812029
70.66,34.24,7.32,28.72,63.39,2,58,1,50.0,50.0,1,audio_distortion,headphones,2025-05-28 14:00:45.812040
61.13,32.1,7.11,49.7,44.71,7,59,4,50.0,50.0,1,battery_issue,laptop,2024-12-07 14:00:45.812050
77.96,42.23,7.56,11.61,84.75,1,15,4,50.0,50.0,1,storage_full,tablet,2025-06-24 14:00:45.812061
52.388909337676665,22.204647150808324,2.67,27.711199474475446,40.07,5,28,2,50.0,50.0,0,healthy,smartwatch,2025-03-27 14:00:45.812072
54.33,74.51,6.38,84.26,40.0,4,51,5,50.0,50.0,1,overheating,smartphone,2025-11-29 14:00:45.812083
50.0,30.0,20.64,30.0,40.0,4,49,3,50.0,50.0,1,screen_crack,smartphone,2025-10-28 14:00:45.812095
50.0,30.0,14.16,30.0,40.0,4,11,3,50.0,50.0,1,screen_crack,smartphone,2025-04-08 14:00:45.812106
50.0,30.0,8.0,30.0,40.0,2,28,4,16.68,50.0,1,charging_issue,headphones,2025-11-17 14:00:45.812117
67.12836349275796,23.563477878806804,8.0,33.57558214195321,88.7,4,27,5,50.0,50.0,0,healthy,smartphone,2025-04-11 14:00:45.812129
50.0,30.0,8.0,30.0,40.0,4,6,5,4.63,50.0,1,charging_issue,smartphone,2025-08-04 14:00:45.812140
3.15,32.83,13.11,37.63,66.31,7,3,1,50.0,50.0,1,hard_drive_failure,laptop,2025-07-12 14:00:45.812150
77.70734816262696,30.488097967247672,4.94,46.263976957847284,58.68,5,60,3,50.0,50.0,0,healthy,smartwatch,2025-07-07 14:00:45.812162
17.41,38.6,0.78,51.44,93.35,7,51,4,50.0,50.0,1,hard_drive_failure,laptop,2025-05-22 14:00:45.812172
65.95,36.62,16.65,65.32,11.71,1,6,3,50.0,50.0,1,wifi_connectivity,tablet,2025-03-07 14:00:45.812182
70.24260513872741,25.61640670048964,0.65,16.769379192934654,76.82,5,56,4,50.0,50.0,0,healthy,smartwatch,2025-05-22 14:00:45.812193
22.56,27.23,10.45,88.56,29.65,7,16,4,50.0,50.0,1,keyboard_malfunction,laptop,2025-07-20 14:00:45.812221
77.14,24.46,2.28,88.86,38.26,7,5,1,50.0,50.0,1,keyboard_malfunction,laptop,2025-08-31 14:00:45.812247
13.44,59.28,16.97,15.32,49.11,1,47,3,50.0,50.0,1,charging_problem,tablet,2025-02-17 14:00:45.812339
22.01,23.61,20.81,36.93,91.5,2,2,2,50.0,50.0,1,physical_damage,headphones,2025-04-22 14:00:45.812372
85.72491889025288,30.866701991153768,4.7,49.029901179995235,40.0,4,18,2,50.0,50.0,0,healthy,smartphone,2025-01-29 14:00:45.812396
4.44,44.35,22.45,30.0,40.0,5,22,2,50.0,71.62,1,battery_drain,smartwatch,2025-06-03 14:00:45.812417
50.05,45.83,7.3,99.02,20.71,2,4,1,50.0,50.0,1,audio_distortion,headphones,2025-11-30 14:00:45.812440
15.58,43.99,16.69,11.27,44.52,7,1,1,50.0,50.0,1,keyboard_malfunction,laptop,2025-01-03 14:00:45.812459
49.44,50.48,12.33,80.14,25.15,5,10,2,50.0,50.0,1,water_damage,smartwatch,2025-07-05 14:00:45.812477
93.55,34.84,9.63,30.37,49.25,7,45,3,50.0,50.0,1,keyboard_malfunction,laptop,2025-03-28 14:00:45.812499
68.93726375938431,34.0413762398805,19.72,25.518612138039586,3.77,1,47,5,50.0,50.0,0,healthy,tablet,2025-03-25 14:00:45.812523
47.25,26.51,12.65,86.89,60.02,5,11,5,50.0,50.0,1,sensor_malfunction,smartwatch,2025-10-29 14:00:45.812743
86.38,23.56,19.0,4.35,0.96,2,35,4,50.0,50.0,1,audio_distortion,headphones,2025-10-26 14:00:45.812781
60.68,59.85,10.38,46.86,91.19,5,51,5,50.0,50.0,1,sensor_malfunction,smartwatch,2025-08-25 14:00:45.812817
8.28,36.11,22.03,21.72,17.5,5,20,3,50.0,50.0,1,water_damage,smartwatch,2025-10-31 14:00:45.812858
3.9,38.0,0.19,71.48,29.24,5,56,2,50.0,50.0,1,sensor_malfunction,smartwatch,2025-07-21 14:00:45.812893
67.0861703891566,34.29078135336316,21.08,10.020712547075366,40.0,4,5,5,50.0,92.18,0,healthy,smartphone,2025-08-04 14:00:45.812937
6.83,37.91,16.44,30.0,40.0,4,41,3,50.0,78.84,1,battery_drain,smartphone,2025-10-20 14:00:45.812976
50.60520380800766,21.62273274891854,23.86,12.491830552213356,87.42,7,20,3,50.0,50.0,0,healthy,laptop,2025-01-14 14:00:45.813014
92.88895949015375,28.492422928533053,6.81,12.699169999571952,76.41,7,8,2,50.0,50.0,0,healthy,laptop,2025-07-08 14:00:45.813054
93.79,30.24,2.11,20.79,74.69,1,55,1,50.0,50.0,1,charging_problem,tablet,2025-09-01 14:00:45.813089
63.85061081090727,21.30751255573301,17.59,27.303871764673023,40.0,4,21,2,50.0,50.0,0,healthy,smartphone,2025-01-20 14:00:45.813133
62.33041551934183,33.20425824141425,9.05,46.88442419157665,26.07,5,11,4,50.0,50.0,0,healthy,smartwatch,2025-07-24 14:00:45.813168
43.14,59.43,10.13,19.73,84.35,5,35,1,50.0,50.0,1,water_damage,smartwatch,2025-01-28 14:00:45.813204
11.52,39.68,16.38,66.32,81.73,5,15,2,50.0,50.0,1,connectivity_issue,smartwatch,2025-06-10 14:00:45.813240
50.0,30.0,8.0,30.0,40.0,2,6,2,15.29,50.0,1,charging_issue,headphones,2025-03-25 14:00:45.813277
11.84,28.46,21.54,39.64,87.24,2,53,4,50.0,50.0,1,audio_distortion,headphones,2025-06-10 14:00:45.813313
92.7477952957197,24.385053901591483,19.31,28.10977561779044,21.32,5,43,3,50.0,50.0,0,healthy,smartwatch,2025-10-24 14:00:45.813359
39.0,55.39,19.66,95.93,53.88,7,22,5,50.0,50.0,1,hard_drive_failure,laptop,2025-02-06 14:00:45.813416
50.0,30.0,8.0,30.0,40.0,4,17,2,29.42,50.0,1,charging_issue,smartphone,2025-04-08 14:00:45.813459
93.20514749199867,24.13518093747198,12.12,30.513173198550618,88.14,7,23,1,50.0,50.0,0,healthy,laptop,2025-02-03 14:00:45.813485
24.48,37.71,22.83,30.0,40.0,4,36,1,50.0,99.63,1,battery_drain,smartphone,2025-10-06 14:00:45.813513
18.81,58.59,20.15,73.83,63.34,2,57,2,50.0,50.0,1,physical_damage,headphones,2025-12-05 14:00:45.813539
73.06121623414239,25.615455308077,8.0,28.989021839719715,97.29,4,50,1,50.0,50.0,0,healthy,smartphone,2025-05-11 14:00:45.813572
99.63808211690474,33.24308835691633,22.5,1.5775998794199941,40.0,4,2,3,50.0,80.2,0,healthy,smartphone,2025-07-26 14:00:45.813611
87.75355189320626,34.001703270952106,13.95,20.083800450588967,87.84,1,47,1,50.0,50.0,0,healthy,tablet,2025-08-03 14:00:45.813644
10.59,36.2,10.94,30.0,40.0,4,21,4,50.0,90.51,1,battery_drain,smartphone,2025-06-06 14:00:45.813674
38.49,54.59,1.5,69.85,90.52,1,48,5,50.0,50.0,1,storage_full,tablet,2025-04-29 14:00:45.813705
66.74,52.17,7.11,89.37,40.0,7,20,5,50.0,50.0,1,overheating,laptop,2025-11-24 14:00:45.813734
47.61,31.76,5.23,65.37,56.69,5,28,1,50.0,50.0,1,sensor_malfunction,smartwatch,2025-06-16 14:00:45.813761
85.64,52.38,2.25,0.17,80.5,5,57,3,50.0,50.0,1,water_damage,smartwatch,2025-04-15 14:00:45.813788
91.20527890171269,29.551110316736647,8.0,31.601583122548547,40.0,4,34,4,24.34,50.0,0,healthy,smartphone,2025-06-01 14:00:45.813820
19.46,40.35,15.68,30.0,40.0,1,52,4,50.0,92.26,1,battery_drain,tablet,2025-10-30 14:00:45.813850
22.21,36.6,21.9,30.0,40.0,5,16,1,50.0,72.13,1,battery_drain,smartwatch,2025-04-12 14:00:45.813885
53.255460594346296,32.89216328999297,19.37,3.225317237818998,40.0,5,50,1,50.0,84.52,0,healthy,smartwatch,2025-09-25 14:00:45.813916
99.9562703743606,26.6916145986943,16.85,15.032007889294203,76.71,1,43,4,50.0,50.0,0,healthy,tablet,2025-07-26 14:00:45.813942
77.4590777198695,30.8594676809273,22.13,46.30508592278856,40.0,4,47,5,50.0,89.93,0,healthy,smartphone,2025-05-26 14:00:45.813963
37.64,21.36,9.52,86.74,15.89,7,46,3,50.0,50.0,1,ram_problem,laptop,2025-04-06 14:00:45.813981
55.16,42.28,21.88,96.86,25.19,1,55,5,50.0,50.0,1,screen_issue,tablet,2025-02-03 14:00:45.813999
51.6559988670523,22.246369002771814,19.99,40.18015398401246,99.91,5,2,2,50.0,50.0,0,healthy,smartwatch,2025-11-09 14:00:45.814019
65.01661783123845,22.75424404807859,8.89,0.6592029205330474,93.59,5,21,2,50.0,50.0,0,healthy,smartwatch,2025-09-04 14:00:45.814042
23.08,50.71,9.34,67.48,87.04,5,48,1,50.0,50.0,1,connectivity_issue,smartwatch,2025-08-30 14:00:45.814067
50.0,30.0,8.62,30.0,40.0,4,50,1,50.0,50.0,1,screen_crack,smartphone,2025-08-17 14:00:45.814090
50.0,30.0,8.0,30.0,40.0,2,56,5,5.33,50.0,1,charging_issue,headphones,2025-08-06 14:00:45.814110
84.04,46.15,16.57,48.95,21.82,7,44,5,50.0,50.0,1,battery_issue,laptop,2025-06-25 14:00:45.814127
73.31,63.98,5.15,89.49,40.0,7,33,2,50.0,50.0,1,overheating,laptop,2025-03-25 14:00:45.814147
95.1181628214407,26.192217772561627,11.02,41.714822183434535,89.85,2,46,5,50.0,50.0,0,healthy,headphones,2025-01-04 14:00:45.814166
93.10369497010039,23.56860661295156,5.75,38.07047520200585,47.24,2,33,2,50.0,50.0,0,healthy,headphones,2025-08-25 14:00:45.814187
18.86,35.65,5.92,0.38,89.56,5,50,3,50.0,50.0,1,screen_damage,smartwatch,2025-08-14 14:00:45.814205
35.2,35.98,1.01,46.57,70.99,2,53,5,50.0,50.0,1,physical_damage,headphones,2025-08-06 14:00:45.814223
50.277929460969666,25.929184760515273,3.0,5.057793392473481,25.25,5,6,3,50.0,50.0,0,healthy,smartwatch,2025-09-06 14:00:45.814242
64.58,53.55,5.05,81.17,40.0,7,11,4,50.0,50.0,1,overheating,laptop,2025-10-06 14:00:45.814261
40.2,32.44,21.28,42.81,44.14,2,52,2,50.0,50.0,1,audio_distortion,headphones,2025-09-06 14:00:45.814279
56.46,65.77,8.27,97.98,40.0,4,20,3,50.0,50.0,1,overheating,smartphone,2025-09-01 14:00:45.814298
57.19585642143154,30.899957754334398,2.05,44.14692046327865,52.7,2,44,1,50.0,50.0,0,healthy,headphones,2025-12-01 14:00:45.814317
89.30246109486536,23.43225457511436,17.05,31.160027154846322,13.27,7,6,4,50.0,50.0,0,healthy,laptop,2025-06-02 14:00:45.814338
75.99304169897923,24.05017363076064,23.62,6.526453484608302,40.0,5,20,2,50.0,91.23,0,healthy,smartwatch,2025-12-04 14:00:45.814353
34.38,29.72,5.26,91.96,17.1,5,10,5,50.0,50.0,1,sensor_malfunction,smartwatch,2025-08-21 14:00:45.814368
50.0,30.0,8.0,98.12,80.48,4,18,5,50.0,50.0,1,software_lag,smartphone,2025-05-05 14:00:45.814381
80.87767128231043,27.40065422623333,14.48,46.41706831269647,32.84,2,34,4,50.0,50.0,0,healthy,headphones,2025-01-08 14:00:45.814394
99.86989613144858,25.42559986489961,6.86,37.58147337982941,32.19,5,20,5,50.0,50.0,0,healthy,smartwatch,2025-08-31 14:00:45.814406
50.0,30.0,19.62,30.0,40.0,4,7,5,50.0,50.0,1,screen_crack,smartphone,2024-12-05 14:00:45.814418
90.1114529131744,28.9123340953669,16.7,36.63531191423816,88.25,7,2,2,50.0,50.0,0,healthy,laptop,2025-07-24 14:00:45.814435
33.77,54.57,7.52,9.3,70.4,1,36,3,50.0,50.0,1,screen_issue,tablet,2025-10-06 14:00:45.814456
2.07,54.93,10.41,98.96,67.84,1,4,2,50.0,50.0,1,charging_problem,tablet,2025-05-13 14:00:45.814472
75.38,22.23,11.59,82.44,50.07,5,3,1,50.0,50.0,1,sensor_malfunction,smartwatch,2025-04-28 14:00:45.814483
94.95,30.56,21.74,52.28,28.55,2,34,1,50.0,50.0,1,physical_damage,headphones,2025-10-14 14:00:45.814538
2.57,36.61,12.09,97.37,91.21,1,13,4,50.0,50.0,1,screen_issue,tablet,2025-05-03 14:00:45.814578
5.58,40.37,14.78,30.0,40.0,2,50,5,50.0,82.8,1,battery_drain,headphones,2025-10-25 14:00:45.814611
85.2,35.88,17.75,19.22,28.09,7,23,4,50.0,50.0,1,battery_issue,laptop,2025-10-15 14:00:45.814641
50.0,30.0,8.0,30.0,40.0,2,32,5,24.61,50.0,1,charging_issue,headphones,2025-04-26 14:00:45.814693
15.22,29.5,11.19,16.67,71.75,1,59,4,50.0,50.0,1,screen_issue,tablet,2025-08-07 14:00:45.814720
17.75,25.45,7.34,48.58,89.67,7,23,4,50.0,50.0,1,keyboard_malfunction,laptop,2025-09-04 14:00:45.814747
77.72,46.21,9.36,66.23,44.02,1,29,3,50.0,50.0,1,charging_problem,tablet,2025-01-23 14:00:45.814774
39.72,54.37,5.13,77.8,21.71,7,17,5,50.0,50.0,1,battery_issue,laptop,2025-11-28 14:00:45.814800
25.29,35.84,23.51,30.0,40.0,4,27,3,50.0,70.17,1,battery_drain,smartphone,2025-11-05 14:00:45.814830
73.05063401097982,24.506965754733773,22.2,39.53074732036788,17.92,7,29,5,50.0,50.0,0,healthy,laptop,2025-06-19 14:00:45.814860
57.39580783546129,33.067659132618864,16.38,25.744068300975474,48.43,7,16,4,50.0,50.0,0,healthy,laptop,2025-07-12 14:00:45.814889
50.38,31.37,20.47,34.56,54.07,5,46,3,50.0,50.0,1,water_damage,smartwatch,2025-05-30 14:00:45.814915
50.0,30.0,8.0,30.0,40.0,4,55,1,16.81,50.0,1,charging_issue,smartphone,2025-11-05 14:00:45.814945
50.0,30.0,8.0,30.0,40.0,2,39,3,28.89,50.0,1,charging_issue,headphones,2025-11-12 14:00:45.814970
72.14,35.52,18.95,15.14,28.69,1,5,3,50.0,50.0,1,charging_problem,tablet,2025-05-26 14:00:45.814989
55.64793162118713,34.749125677338505,23.44,25.863138209967946,40.0,5,33,3,50.0,94.96,0,healthy,smartwatch,2025-10-23 14:00:45.815010
66.37267689529925,20.03299032106321,9.63,30.82417266770795,40.0,7,17,5,50.0,50.0,0,healthy,laptop,2025-10-17 14:00:45.815032
83.88,55.05,17.54,48.91,49.13,2,39,4,50.0,50.0,1,connectivity_issue,headphones,2025-05-30 14:00:45.815051
6.87,41.39,19.16,30.0,40.0,5,13,2,50.0,87.18,1,battery_drain,smartwatch,2025-02-15 14:00:45.815070
92.94,31.23,7.62,53.5,99.54,1,60,2,50.0,50.0,1,wifi_connectivity,tablet,2025-10-17 14:00:45.815088
2.99,42.8,17.01,30.0,40.0,5,56,5,50.0,91.53,1,battery_drain,smartwatch,2025-05-22 14:00:45.815107
98.6,45.75,20.44,62.52,2.64,1,9,4,50.0,50.0,1,screen_issue,tablet,2025-08-24 14:00:45.815122
54.3242948564828,22.19559896561082,1.45,39.019188144086804,49.54,7,18,2,50.0,50.0,0,healthy,laptop,2025-09-14 14:00:45.815133
67.23162213904146,29.3916779635162,8.16,28.047745136042025,40.0,1,33,5,50.0,78.6,0,healthy,tablet,2025-07-22 14:00:45.815146
50.0,30.0,8.0,30.0,40.0,2,18,3,4.34,50.0,1,charging_issue,headphones,2025-11-24 14:00:45.815161
30.83,50.88,10.31,99.8,40.0,7,54,4,50.0,50.0,1,overheating,laptop,2025-06-30 14:00:45.815173
64.85,52.02,7.68,7.21,90.59,7,56,5,50.0,50.0,1,battery_issue,laptop,2025-12-04 14:00:45.815184
61.49857370555388,21.51928919145431,8.54,10.197191821725593,40.0,5,48,1,50.0,73.73,0,healthy,smartwatch,2025-09-24 14:00:45.815197
75.89162434404369,20.940632106390513,1.95,39.203860834593,94.76,7,47,3,50.0,50.0,0,healthy,laptop,2025-08-16 14:00:45.815208
13.14,46.55,15.87,96.29,23.19,7,3,1,50.0,50.0,1,ram_problem,laptop,2025-10-03 14:00:45.815219
83.4717678811842,22.916533989874267,20.88,26.403116188707454,83.08,2,51,4,50.0,50.0,0,healthy,headphones,2025-02-25 14:00:45.815231
73.28859280056788,25.834425589883093,8.0,21.089473490387768,40.0,2,3,4,16.64,50.0,0,healthy,headphones,2024-12-31 14:00:45.815246
48.72,46.35,8.48,97.06,58.98,5,50,2,50.0,50.0,1,connectivity_issue,smartwatch,2025-02-23 14:00:45.815274
51.83,79.76,5.51,94.44,40.0,4,51,5,50.0,50.0,1,overheating,smartphone,2025-03-17 14:00:45.815286
14.7,43.05,9.77,62.6,93.78,1,27,2,50.0,50.0,1,wifi_connectivity,tablet,2025-03-15 14:00:45.815297
95.42450172179008,24.43154486481186,19.3,10.33483078378582,25.85,7,23,1,50.0,50.0,0,healthy,laptop,2025-03-11 14:00:45.815312
84.50585820497375,23.132153300581308,5.7,4.918439597381635,30.09,5,27,4,50.0,50.0,0,healthy,smartwatch,2025-10-12 14:00:45.815324
87.43,21.52,8.05,27.58,56.62,7,44,1,50.0,50.0,1,ram_problem,laptop,2025-05-11 14:00:45.815337
3.66,40.08,8.41,30.0,40.0,2,12,1,50.0,93.06,1,battery_drain,headphones,2025-09-15 14:00:45.815363
23.76,41.9,22.6,30.0,40.0,4,13,1,50.0,83.68,1,battery_drain,smartphone,2025-08-21 14:00:45.815376
61.23,30.71,15.26,2.79,94.58,2,56,4,50.0,50.0,1,audio_distortion,headphones,2025-01-03 14:00:45.815388
50.0,30.0,8.0,30.0,40.0,4,28,2,14.69,50.0,1,charging_issue,smartphone,2025-10-09 14:00:45.815400
68.19,31.78,16.51,78.51,92.02,7,46,5,50.0,50.0,1,battery_issue,laptop,2025-08-30 14:00:45.815421
50.0,30.0,8.0,30.0,40.0,4,30,1,17.58,50.0,1,charging_issue,smartphone,2025-01-18 14:00:45.815438
95.69,59.16,20.95,62.94,30.79,2,58,2,50.0,50.0,1,physical_damage,headphones,2024-12-26 14:00:45.815449
53.9,39.7,4.13,31.37,11.83,5,44,3,50.0,50.0,1,water_damage,smartwatch,2025-01-02 14:00:45.815460
50.0,30.0,8.0,30.0,40.0,4,54,4,18.51,50.0,1,charging_issue,smartphone,2025-10-04 14:00:45.815472
88.42357117884873,20.26952397152746,5.3,20.377000888876886,41.85,2,50,4,50.0,50.0,0,healthy,headphones,2025-08-06 14:00:45.815492
7.78,56.5,17.5,98.74,18.73,7,51,4,50.0,50.0,1,battery_issue,laptop,2025-01-04 14:00:45.815512
43.61,66.47,11.11,86.17,40.0,7,45,5,50.0,50.0,1,overheating,laptop,2025-06-23 14:00:45.815525
30.12,32.23,14.77,2.7,3.87,2,57,4,50.0,50.0,1,connectivity_issue,headphones,2025-03-31 14:00:45.815540
31.3,39.79,11.43,62.93,40.97,5,28,1,50.0,50.0,1,water_damage,smartwatch,2025-11-27 14:00:45.815566
67.78,72.59,11.65,98.58,40.0,7,49,3,50.0,50.0,1,overheating,laptop,2025-10-31 14:00:45.815592
61.57684468585661,23.3083670199737,2.99,40.582282010924914,60.13,7,13,3,50.0,50.0,0,healthy,laptop,2025-09-14 14:00:45.815608
66.64,25.4,20.43,91.41,53.5,1,38,5,50.0,50.0,1,charging_problem,tablet,2025-07-21 14:00:45.815622
57.564653266721926,33.300587411597455,18.96,42.62226277681346,26.96,7,48,3,50.0,50.0,0,healthy,laptop,2024-12-29 14:00:45.815637
64.32,43.23,11.88,41.09,92.21,1,25,2,50.0,50.0,1,charging_problem,tablet,2025-08-22 14:00:45.815650
26.05,44.05,19.48,30.0,40.0,1,41,3,50.0,97.44,1,battery_drain,tablet,2025-03-16 14:00:45.815662
48.77,51.39,9.86,23.8,49.46,1,36,1,50.0,50.0,1,charging_problem,tablet,2025-06-03 14:00:45.815673
64.39961290388902,31.193989862258036,23.15,12.911008574543036,18.08,1,45,1,50.0,50.0,0,healthy,tablet,2025-03-24 14:00:45.815686
55.5,56.65,23.59,45.79,81.01,1,48,3,50.0,50.0,1,screen_issue,tablet,2025-09-16 14:00:45.815696
39.81,58.54,21.85,76.02,79.77,1,38,3,50.0,50.0,1,wifi_connectivity,tablet,2025-11-06 14:00:45.815707
98.22367835387188,20.935620058364815,7.98,35.61973453599499,31.94,5,8,1,50.0,50.0,0,healthy,smartwatch,2025-04-30 14:00:45.815720
37.52,25.54,6.42,32.07,98.03,1,9,4,50.0,50.0,1,wifi_connectivity,tablet,2025-08-22 14:00:45.815730
82.7601357274274,32.870508439795785,8.0,23.906101170704336,40.0,4,18,5,9.77,50.0,0,healthy,smartphone,2025-01-18 14:00:45.815744
98.88,52.3,18.09,96.92,61.32,2,14,4,50.0,50.0,1,connectivity_issue,headphones,2025-10-11 14:00:45.815755
78.15,55.4,8.88,44.61,62.85,5,5,4,50.0,50.0,1,connectivity_issue,smartwatch,2025-03-23 14:00:45.815766
34.69,29.24,6.01,12.29,94.51,1,27,2,50.0,50.0,1,charging_problem,tablet,2025-09-30 14:00:45.815777
83.81,51.64,12.13,81.71,93.14,1,14,5,50.0,50.0,1,screen_issue,tablet,2025-03-19 14:00:45.815787
19.55,51.74,5.2,86.05,65.85,2,47,3,50.0,50.0,1,connectivity_issue,headphones,2025-05-07 14:00:45.815798
